  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 23021                                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.325 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
   0.000   0.1208   0.01102   0.00247   0.0011   0.5399   0.6862  56.1971 256.0253
   0.000   0.1208   0.01102   0.00247   0.0011   0.5399   0.6862  56.1971 256.0253
   0.000   0.1208   0.01102   0.00247   0.0011   0.5399   0.6862  56.1971 256.0253
   0.000   0.1208   0.01102   0.00247   0.0011   0.5399   0.6862  56.1971 256.0253
   0.000   0.1208   0.01102   0.00247   0.0011   0.5399   0.6862  56.1971 256.0253
   1.000   0.2219   0.01125   0.00259   0.0039   0.4880   0.7381  60.2480 259.9712
   1.000   0.2219   0.01125   0.00259   0.0039   0.4880   0.7381  60.2480 259.9712
   1.000   0.2219   0.01125   0.00259   0.0039   0.4880   0.7381  60.2480 259.9712
   1.000   0.2219   0.01125   0.00259   0.0039   0.4880   0.7381  60.2480 259.9712
   1.000   0.2219   0.01125   0.00259   0.0039   0.4880   0.7381  60.2480 259.9712
   2.000   0.3212   0.01165   0.00279   0.0070   0.4357   0.7923  64.3903 264.2467
   2.000   0.3212   0.01165   0.00279   0.0070   0.4357   0.7923  64.3902 264.2469
   2.000   0.3212   0.01165   0.00279   0.0070   0.4357   0.7923  64.3902 264.2469
   2.000   0.3212   0.01165   0.00279   0.0070   0.4357   0.7923  64.3902 264.2469
   2.000   0.3212   0.01165   0.00279   0.0070   0.4357   0.7923  64.3902 264.2469
   3.000   0.4182   0.01226   0.00312   0.0106   0.3880   0.8482  68.2546 269.1149
   3.000   0.4182   0.01226   0.00312   0.0106   0.3880   0.8482  68.2546 269.1148
   3.000   0.4182   0.01226   0.00312   0.0106   0.3880   0.8482  68.2546 269.1148
   3.000   0.4182   0.01226   0.00312   0.0106   0.3880   0.8482  68.2546 269.1148
   3.000   0.4182   0.01226   0.00312   0.0106   0.3880   0.8482  68.2546 269.1148
   4.000   0.5123   0.01314   0.00357   0.0149   0.3442   0.8995  71.9440 274.7584
   4.000   0.5123   0.01314   0.00357   0.0149   0.3442   0.8995  71.9440 274.7585
   4.000   0.5123   0.01314   0.00357   0.0149   0.3442   0.8995  71.9440 274.7585
   4.000   0.5123   0.01314   0.00357   0.0149   0.3442   0.8995  71.9440 274.7585
   4.000   0.5123   0.01314   0.00357   0.0149   0.3442   0.8995  71.9440 274.7585
   5.000   0.6121   0.01428   0.00414   0.0176   0.3051   0.9381  75.3909 280.8664
   5.000   0.6121   0.01428   0.00414   0.0176   0.3051   0.9381  75.3904 280.8720
