  
       XFOIL         Version 6.99
  
 Calculated polar for: NREL's S814 Airfoil                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
   0.000   0.3843   0.01322   0.00353  -0.1375   0.5365   0.3309  58.8105 219.9440
   0.000   0.3843   0.01322   0.00353  -0.1375   0.5365   0.3309  58.8105 219.9440
   0.000   0.3843   0.01322   0.00353  -0.1375   0.5365   0.3309  58.8105 219.9440
   0.000   0.3843   0.01322   0.00353  -0.1375   0.5365   0.3309  58.8105 219.9440
   0.000   0.3843   0.01322   0.00353  -0.1375   0.5365   0.3309  58.8105 219.9440
   1.000   0.5022   0.01319   0.00349  -0.1390   0.5181   0.3351  60.5362 220.4011
   1.000   0.5022   0.01319   0.00349  -0.1390   0.5181   0.3351  60.5362 220.4011
   1.000   0.5022   0.01319   0.00349  -0.1390   0.5181   0.3351  60.5362 220.4011
   1.000   0.5022   0.01319   0.00349  -0.1390   0.5181   0.3351  60.5362 220.4011
   1.000   0.5022   0.01319   0.00349  -0.1390   0.5181   0.3351  60.5362 220.4011
   2.000   0.6230   0.01336   0.00333  -0.1411   0.5037   0.3405  61.8957 220.9885
   2.000   0.6230   0.01336   0.00333  -0.1411   0.5037   0.3405  61.8957 220.9885
   2.000   0.6230   0.01336   0.00333  -0.1411   0.5037   0.3405  61.8957 220.9885
   2.000   0.6230   0.01336   0.00333  -0.1411   0.5037   0.3405  61.8957 220.9885
   2.000   0.6230   0.01336   0.00333  -0.1411   0.5037   0.3405  61.8957 220.9885
   3.000   0.7430   0.01357   0.00344  -0.1428   0.4916   0.3461  63.0456 221.5950
   3.000   0.7430   0.01357   0.00344  -0.1428   0.4916   0.3461  63.0457 221.5951
   3.000   0.7430   0.01357   0.00344  -0.1428   0.4916   0.3461  63.0457 221.5951
   3.000   0.7430   0.01357   0.00344  -0.1428   0.4916   0.3461  63.0457 221.5951
   3.000   0.7430   0.01357   0.00344  -0.1428   0.4916   0.3461  63.0457 221.5951
   4.000   0.8624   0.01381   0.00350  -0.1443   0.4796   0.3528  64.1835 222.3002
   4.000   0.8624   0.01381   0.00350  -0.1443   0.4796   0.3528  64.1837 222.3002
   4.000   0.8624   0.01381   0.00350  -0.1443   0.4796   0.3528  64.1837 222.3002
   4.000   0.8624   0.01381   0.00350  -0.1443   0.4796   0.3528  64.1837 222.3002
   4.000   0.8624   0.01381   0.00350  -0.1443   0.4796   0.3528  64.1837 222.3002
   5.000   0.9773   0.01408   0.00347  -0.1448   0.4641   0.3603  65.6661 223.0928
   5.000   0.9773   0.01408   0.00347  -0.1448   0.4641   0.3603  65.6662 223.0929
   5.000   0.9773   0.01408   0.00347  -0.1448   0.4641   0.3603  65.6662 223.0929
   5.000   0.9773   0.01408   0.00347  -0.1448   0.4641   0.3603  65.6662 223.0929
   5.000   0.9773   0.01408   0.00347  -0.1448   0.4641   0.3603  65.6662 223.0929
   6.000   1.0857   0.01437   0.00336  -0.1439   0.4442   0.3689  67.5753 223.9776
   6.000   1.0857   0.01437   0.00336  -0.1439   0.4442   0.3689  67.5753 223.9773
   6.000   1.0857   0.01437   0.00336  -0.1439   0.4442   0.3689  67.5753 223.9773
